<<,Price
^,1503057600,1.360000
^,1502899200,1.360000
^,1502812800,1.370000
^,1502726400,1.365000
^,1502467200,1.370000
^,1502208000,1.375000
^,1501862400,1.370000
^,1501848000,1.370000
^,1501776000,1.380000
^,1501603200,1.370000
^,1501516800,1.375000
^,1501257600,1.360000
^,1501171200,1.370000
^,1501084800,1.367000
^,1500912000,1.375000
^,1500652800,1.380000
^,1500566400,1.385000
^,1500480000,1.380000
^,1500393600,1.370000
^,1500307200,1.375000
^,1500048000,1.385000
^,1499961600,1.370000
^,1499947200,1.375000
^,1499788800,1.365000
^,1499702400,1.370000
^,1499443200,1.365000
^,1499356800,1.370000
^,1499184000,1.360000
^,1499097600,1.365000
^,1498838400,1.360000
^,946742400,0
ASSET.CAPITAL.SHARES:TGA.ASX,1346846400,1.797564
^,1341072000,1.460000
^,1328184000,1.625000
^,946742400,0
ASSET.CAPITAL.SHARES:TFC.ASX,^,0
ASSET.CAPITAL.SHARES:SHV.ASX,1520596800,5.524330
^,1520524800,5.540000
^,1520438400,5.440000
^,1520352000,5.300000
^,1520265600,5.290000
^,1520006400,5.150000
^,1519920000,5
^,1519833600,4.950000
^,1519747200,4.710000
^,1519660800,4.860000
^,1519401600,4.850000
^,1519315200,4.860000
^,1519228800,4.850000
^,1519142400,4.870000
^,1519056000,4.800000
^,1518796800,4.750000
^,1518710400,4.830000
^,1518624000,4.800000
^,1518537600,4.890000
^,1518451200,4.830000
^,1518192000,4.670000
^,1518105600,4.810000
^,1518019200,4.740000
^,1517932800,4.620000
^,1517846400,4.850000
^,1517587200,5.050000
^,1517500800,5.080000
^,1517414400,5.050000
^,1517328000,5.070000
^,1517241600,5.150000
^,1516896000,5.230000
^,1516809600,5.050000
^,1516723200,5.100000
^,1516636800,5
^,1516377600,5.010000
^,1516291200,5.310000
^,1516204800,4.820000
^,1516118400,4.650000
^,1516032000,4.700000
^,1515772800,4.570000
^,1515686400,4.630000
^,1515600000,4.560000
^,1515513600,4.550000
^,1515427200,4.580000
^,1515168000,4.600000
^,1514995200,4.580000
^,1514908800,4.650000
^,1514563200,4.720000
^,1514476800,4.570000
^,1514390400,4.480000
^,1513958400,4.550000
^,1513872000,4.570000
^,1513785600,4.580000
^,1513699200,4.670000
^,1513612800,4.550000
^,1513267200,4.540000
^,1513180800,4.600000
^,1513094400,4.780000
^,1513008000,4.790000
^,1512748800,4.780000
^,1512662400,4.730000
^,1512576000,4.710000
^,1512489600,4.780000
^,1512403200,4.800000
^,1512144000,4.710000
^,1512057600,4.650000
^,1511971200,4.350000
^,1511884800,4.330000
^,1511870400,4.270000
^,1511798400,4.360000
^,1511539200,4.390000
^,1511452800,4.450000
^,1511366400,4.490000
^,1511280000,4.600000
^,1511193600,4.640000
^,1510934400,4.650000
^,1510848000,4.750000
^,1510761600,4.680000
^,1510675200,4.740000
^,1510588800,4.690000
^,1510329600,4.730000
^,1510243200,4.850000
^,1510156800,4.770000
^,1510070400,4.780000
^,1509984000,4.870000
^,1509724800,4.930000
^,1509638400,4.740000
^,1509552000,4.720000
^,1509465600,4.700000
^,1509379200,4.690000
^,1509120000,4.700000
^,1509033600,4.770000
^,1508947200,4.710000
^,1508860800,4.780000
^,1508774400,4.750000
^,1508515200,4.850000
^,1508428800,4.870000
^,1508342400,4.890000
^,1508256000,4.900000
^,1508169600,4.950000
^,1507910400,4.940000
^,1507737600,5
^,1507651200,5.100000
^,1507564800,5.270000
^,1507132800,4.200000
^,1507046400,4.020000
^,1506960000,3.910000
^,1506700800,3.860000
^,1506614400,3.790000
^,1506528000,3.870000
^,1506355200,3.970000
^,1506096000,3.980000
^,1506009600,3.970000
^,1505923200,3.980000
^,1505836800,4.030000
^,1505750400,4.060000
^,1505491200,4.030000
^,1505404800,4.170000
^,1505318400,4.150000
^,1505232000,4.060000
^,1505145600,4.130000
^,1504886400,4.150000
^,1504627200,4.040000
^,1504540800,4.100000
^,1504108800,4.110000
^,1503936000,4.100000
^,1503676800,4.220000
^,1503590400,4.290000
^,1503504000,4.320000
^,1503417600,4.330000
^,1503331200,4.310000
^,1503072000,4.330000
^,1502985600,4.290000
^,1502899200,4.300000
^,1502812800,4.290000
^,1502380800,4.300000
^,1502294400,4.290000
^,1502208000,4.280000
^,1502121600,4.270000
^,1501862400,4.320000
^,1501776000,4.250000
^,1501689600,4.920000
^,1501603200,4.980000
^,1501516800,4.900000
^,1501257600,4.910000
^,1501171200,5
^,1501084800,5.070000
^,1500998400,5.140000
^,1500912000,5.130000
^,1500652800,5.110000
^,1500566400,5.050000
^,1500480000,5.040000
^,1500393600,5.020000
^,1500307200,5.090000
^,1500048000,4.900000
^,1499961600,4.940000
^,1499875200,4.870000
^,1499788800,5.070000
^,1499702400,5.120000
^,1499443200,5.040000
^,1499356800,4.970000
^,1499270400,5.030000
^,1499184000,4.950000
^,1499097600,4.870000
^,1498838400,4.900000
^,1498752000,4.910000
^,1498665600,4.600000
^,1498579200,4.490000
^,1498492800,4.530000
^,1498233600,4.550000
^,1498147200,4.570000
^,1498060800,4.490000
^,1497974400,4.560000
^,1497888000,4.510000
^,1497628800,4.370000
^,1497542400,4.470000
^,1497456000,4.510000
^,1497369600,4.410000
^,1497024000,4.240000
^,1496937600,4.190000
^,1496851200,4.080000
^,1496764800,4.030000
^,1496678400,4.100000
^,1496419200,4.130000
^,1496332800,4.150000
^,1496246400,4.170000
^,1496160000,4.070000
^,1496073600,4.100000
^,1495814400,4.340000
^,1495728000,4.830000
^,1495641600,4.730000
^,1495555200,4.910000
^,1495468800,4.970000
^,1495209600,5.070000
^,1495123200,5.100000
^,1495036800,4.970000
^,1494950400,4.940000
^,1494864000,5.100000
^,1494604800,5.200000
^,1494518400,5.110000
^,1494432000,4.950000
^,1494345600,5.010000
^,1494259200,5.020000
^,1494000000,4.980000
^,1493913600,5.030000
^,1493827200,5.050000
^,1493740800,5.110000
^,1493654400,5.120000
^,1493395200,5.440000
^,1493308800,5.940000
^,1493222400,5.860000
^,1493049600,5.760000
^,1492790400,5.700000
^,1492704000,5.550000
^,1492617600,5.490000
^,1492531200,5.560000
^,1492099200,5.600000
^,1492012800,5.590000
^,1491926400,5.640000
^,1491840000,5.600000
^,1491580800,5.610000
^,1491494400,5.680000
^,1491408000,5.700000
^,1491321600,5.670000
^,1491235200,5.710000
^,1490976000,5.880000
^,1490889600,5.810000
^,1490803200,5.950000
^,1490716800,5.830000
^,1490371200,5.660000
^,1490284800,5.610000
^,1490198400,5.510000
^,1490112000,5.630000
^,1490025600,5.650000
^,1489766400,5.580000
^,1489680000,5.650000
^,1489593600,5.710000
^,1489420800,5.780000
^,1489161600,5.840000
^,1489075200,5.830000
^,1488988800,5.800000
^,1488902400,5.900000
^,1488816000,5.950000
^,1488556800,6
^,1488470400,5.610000
^,1488384000,5.300000
^,1488297600,5.210000
^,1488211200,5.440000
^,1487952000,5.450000
^,1487865600,5.590000
^,1487779200,5.640000
^,1487692800,5.510000
^,1487606400,5.580000
^,1487347200,5.520000
^,1487260800,5.620000
^,1487174400,5.540000
^,1487088000,5.460000
^,1487001600,5.600000
^,1486656000,5.280000
^,1486569600,5.340000
^,1486483200,5.250000
^,1486396800,5.300000
^,1486137600,5.170000
^,1486051200,5.380000
^,1485964800,5.470000
^,1485878400,5.590000
^,1485792000,5.770000
^,1485532800,5.920000
^,1485360000,5.870000
^,1485273600,5.960000
^,1485187200,5.750000
^,1484928000,5.930000
^,1484841600,6.080000
^,1484755200,6.040000
^,1484668800,6.360000
^,1484582400,6.400000
^,1484236800,6.380000
^,1484150400,6.410000
^,1484064000,6.440000
^,1483977600,6.600000
^,1483718400,6.610000
^,1483545600,6.670000
^,1483459200,6.740000
^,1483113600,6.640000
^,1483027200,6.860000
^,1482940800,6.540000
^,1482508800,6.490000
^,1482422400,6.500000
^,1482336000,6.580000
^,1482249600,6.520000
^,1482163200,6.400000
^,1481904000,6.280000
^,1481817600,6.410000
^,1481731200,6.660000
^,1481644800,6.640000
^,1481558400,6.620000
^,1481212800,6.540000
^,1481126400,6.450000
^,1481040000,6.370000
^,1480953600,6.420000
^,1480694400,6.230000
^,1480608000,6.530000
^,1480521600,6.310000
^,1480435200,6.540000
^,1480348800,6.810000
^,1480089600,7.010000
^,1480003200,6.870000
^,1479916800,6.990000
^,1479830400,6.950000
^,1479744000,6.900000
^,1479484800,6.820000
^,1479398400,6.900000
^,1479312000,6.770000
^,1479225600,6.810000
^,1479139200,6.700000
^,1478880000,6.640000
^,1478793600,6.550000
^,1478707200,6.050000
^,1478620800,6.380000
^,1478534400,6.220000
^,1478275200,6.050000
^,1478188800,5.930000
^,1478102400,6.060000
^,1478016000,6.080000
^,1477929600,6.120000
^,1477670400,6.090000
^,1477584000,6.250000
^,1477497600,6.390000
^,1477411200,6.620000
^,1477324800,6.440000
^,1477065600,6.470000
^,1476979200,6.410000
^,1476892800,6.350000
^,1476806400,6.250000
^,1476720000,6.340000
^,1476460800,6.350000
^,1476374400,6.140000
^,1476288000,6.310000
^,1476201600,6.290000
^,1476115200,6.080000
^,1475856000,6.040000
^,1475769600,5.880000
^,1475683200,5.700000
^,1475596800,5.600000
^,1475510400,5.740000
^,1475251200,5.670000
^,1475164800,5.620000
^,1475078400,5.730000
^,1474992000,5.840000
^,1474977600,5.780000
^,1474646400,5.900000
^,1474560000,5.870000
^,1474473600,5.640000
^,1474387200,5.520000
^,1474300800,5.840000
^,1474041600,5.880000
^,1473955200,5.930000
^,1473868800,5.800000
^,1473782400,5.720000
^,1473696000,5.830000
^,1473436800,6.040000
^,1473350400,6.230000
^,1473264000,6.560000
^,1473177600,6.310000
^,1473091200,6.100000
^,1472832000,6.290000
^,1472745600,6.910000
^,1472659200,6.700000
^,1472572800,6.910000
^,1472486400,6.490000
^,1472227200,6.250000
^,1472140800,6.730000
^,1472054400,6.810000
^,1471968000,6.790000
^,1471881600,6.910000
^,1471622400,6.800000
^,1471536000,6.520000
^,1471449600,6.860000
^,1471363200,7.120000
^,1471276800,7.190000
^,1470931200,7.240000
^,946742400,0
ASSET.CAPITAL.SHARES:SGBPD.ASX,1227528000,98.220878
^,1214841600,96.600000
^,1205409600,95.500000
^,946742400,0
ASSET.CAPITAL.SHARES:S32.ASX,1468929600,1.886313
^,1468857600,1.970000
^,1468598400,1.930000
^,1468512000,1.865000
^,1468425600,1.915000
^,1468339200,1.950000
^,1468252800,1.850000
^,1467993600,1.730000
^,1467907200,1.645000
^,1467820800,1.595000
^,1467734400,1.615000
^,1467648000,1.595000
^,1467302400,1.560000
^,1467216000,1.550000
^,1467129600,1.560000
^,1467043200,1.610000
^,1466784000,1.585000
^,1466697600,1.720000
^,1466611200,1.715000
^,1466524800,1.650000
^,1466438400,1.585000
^,1466179200,1.560000
^,1466092800,1.580000
^,1466006400,1.570000
^,1465920000,1.605000
^,1465574400,1.630000
^,1465488000,1.675000
^,1465401600,1.600000
^,1465315200,1.585000
^,1465228800,1.555000
^,1464969600,1.475000
^,1464883200,1.450000
^,1464796800,1.490000
^,1464710400,1.560000
^,1464624000,1.600000
^,1464364800,1.610000
^,1464278400,1.625000
^,1464192000,1.590000
^,1464105600,1.565000
^,1464019200,1.605000
^,1463760000,1.575000
^,1463673600,1.570000
^,1463587200,1.630000
^,1463500800,1.655000
^,1463414400,1.665000
^,1463155200,1.690000
^,1463068800,1.680000
^,1462982400,1.620000
^,1462896000,1.560000
^,1462809600,1.640000
^,1462550400,1.575000
^,1462464000,1.565000
^,1462377600,1.540000
^,1462291200,1.680000
^,1462204800,1.640000
^,1461945600,1.660000
^,1461859200,1.650000
^,1461772800,1.625000
^,1461686400,1.610000
^,1461340800,1.670000
^,1461254400,1.750000
^,1461168000,1.620000
^,1461081600,1.550000
^,1460995200,1.495000
^,1460736000,1.550000
^,1460563200,1.545000
^,1460476800,1.480000
^,1460390400,1.450000
^,1460131200,1.460000
^,1459958400,1.435000
^,1459872000,1.375000
^,1459785600,1.425000
^,1459526400,1.445000
^,1459440000,1.465000
^,1459353600,1.435000
^,1459267200,1.465000
^,1458835200,1.545000
^,1458748800,1.515000
^,1458662400,1.565000
^,1458576000,1.550000
^,1458316800,1.570000
^,1458230400,1.580000
^,1458144000,1.570000
^,1458057600,1.575000
^,1457971200,1.650000
^,1457712000,1.625000
^,1457625600,1.570000
^,1457539200,1.595000
^,1457452800,1.520000
^,1457366400,1.445000
^,1457107200,1.360000
^,1457020800,1.350000
^,1456934400,1.325000
^,1456848000,1.300000
^,1456761600,1.250000
^,1456502400,1.210000
^,1456416000,1.170000
^,1456329600,1.130000
^,1456156800,1.200000
^,1455897600,1.195000
^,1455811200,1.270000
^,1455724800,1.205000
^,1455638400,1.215000
^,1455552000,1.160000
^,1455292800,1.075000
^,1455206400,1.110000
^,1455120000,1.140000
^,1455033600,1.135000
^,1454947200,1.185000
^,1454688000,1.145000
^,1454601600,1.085000
^,1454515200,0.950000
^,1454428800,0.975000
^,1454342400,1
^,1454083200,0.975000
^,1453996800,0.970000
^,1453910400,0.955000
^,1453737600,0.995000
^,1453478400,0.960000
^,1453305600,0.890000
^,1453132800,0.900000
^,1452873600,0.920000
^,1452787200,0.905000
^,1452700800,0.895000
^,1452614400,0.890000
^,1452528000,0.905000
^,1452268800,0.940000
^,1452182400,0.910000
^,1452096000,0.985000
^,1452009600,1.035000
^,1451923200,1.070000
^,1451577600,1.065000
^,1451491200,1.085000
^,1451404800,1.090000
^,1450972800,1.105000
^,1450886400,1.070000
^,1450800000,1.040000
^,1450713600,1.055000
^,1450454400,1.045000
^,1450368000,1.060000
^,1450281600,1.025000
^,1450195200,1
^,1450108800,0.995000
^,1449849600,1.010000
^,1449763200,1.015000
^,1449676800,1.045000
^,1449590400,1.030000
^,1449504000,1.120000
^,1449244800,1.155000
^,1449158400,1.165000
^,1449072000,1.190000
^,1448985600,1.195000
^,1448899200,1.190000
^,1448640000,1.225000
^,1448553600,1.200000
^,1448467200,1.180000
^,1448380800,1.190000
^,1448294400,1.220000
^,1448035200,1.285000
^,1447948800,1.315000
^,1447862400,1.245000
^,1447776000,1.285000
^,1447689600,1.255000
^,1447430400,1.295000
^,1447344000,1.360000
^,1447257600,1.420000
^,1447171200,1.450000
^,1447084800,1.430000
^,1435680000,1.790000
^,1432468800,2.443425
^,946742400,0
ASSET.CAPITAL.SHARES:RIO.ASX,1227700800,40.715924
^,1224244800,68.090000
^,946742400,0
ASSET.CAPITAL.SHARES:QIN.ASX,1494604800,0.295000
^,1494518400,0.460000
^,1494432000,0.600000
^,1494259200,1.070000
^,1493913600,1.060000
^,1493827200,1.100000
^,1493740800,1.130000
^,1493654400,1.140000
^,1493395200,1.200000
^,1493308800,1.210000
^,1493222400,1.200000
^,1493049600,1.185000
^,1492790400,1.155000
^,1492704000,1.160000
^,1492617600,1.150000
^,1492531200,1.125000
^,1492099200,1.160000
^,1492012800,1.200000
^,1491926400,1.250000
^,1491840000,1.260000
^,1491580800,1.215000
^,1491494400,1.165000
^,1491408000,1.100000
^,1491321600,1.065000
^,1491235200,1.080000
^,1490976000,1.040000
^,1490889600,1.090000
^,1490803200,1.130000
^,1490716800,1.250000
^,1490371200,1.100000
^,1490284800,1.135000
^,946742400,0
ASSET.CAPITAL.SHARES:QBE.ASX,1335182400,13.588382
^,1334145600,10.700000
^,1333108800,12.000000
^,1331208000,11.885641
^,1326888000,11.575417
^,1326369600,10.500000
^,1322827200,13.908182
^,1322481600,13.240000
^,1316779200,13.536667
^,1309449600,17.180000
^,1306843200,17.756684
^,1302523200,16.500000
^,1295870400,17.804333
^,946742400,0
ASSET.CAPITAL.SHARES:PAG.ASX,1273060800,1.124319
^,1254744000,1.025967
^,946742400,0
ASSET.CAPITAL.SHARES:NCM.ASX,1227528000,22.356526
^,1226923200,20.768593
^,1222776000,28.787512
^,1222344000,26.626806
^,1221134400,18.597865
^,1220961600,21.670000
^,946742400,0
ASSET.CAPITAL.SHARES:NAB.ASX,1468929600,25.734927
^,1468857600,25.940000
^,1468598400,25.910000
^,1468512000,25.670000
^,1468425600,25.340000
^,1468339200,25.110000
^,1468252800,24.990000
^,1467993600,24.430000
^,1467907200,24.480000
^,1467820800,24.540000
^,1467734400,24.680000
^,1467720000,27.437143
^,1467648000,25.070000
^,1467388800,25.270000
^,1467302400,25.630000
^,1467216000,24.740000
^,1467129600,24.630000
^,1467043200,24.510000
^,1466784000,24.610000
^,1466697600,25.580000
^,1466611200,25.620000
^,1466524800,25.670000
^,1466438400,25.750000
^,1466179200,25.040000
^,1466092800,24.780000
^,1466006400,24.980000
^,1465920000,25.470000
^,1465574400,26.070000
^,1465488000,26.410000
^,1465401600,26.470000
^,1465315200,26.590000
^,1465228800,26.620000
^,1464969600,26.480000
^,1464883200,26.340000
^,1464796800,26.760000
^,1464710400,27.150000
^,1464624000,27.250000
^,1464364800,27.300000
^,1464278400,27.360000
^,1464192000,27.480000
^,1464105600,26.970000
^,1464019200,27.140000
^,1463760000,27.290000
^,1463673600,27.280000
^,1463587200,27.520000
^,1463500800,28.130000
^,1463414400,29.020000
^,1463155200,28.940000
^,1463068800,29.190000
^,1462982400,28.880000
^,1462896000,28.920000
^,1462809600,28.450000
^,1462550400,28.190000
^,1462464000,27.840000
^,1462377600,27.300000
^,1462291200,27.630000
^,1462204800,26.630000
^,1461945600,27.190000
^,1461859200,27.010000
^,1461772800,26.900000
^,1461686400,27.500000
^,1461340800,27.640000
^,1461254400,27.520000
^,1461168000,27.160000
^,1461081600,27.200000
^,1460995200,26.550000
^,1460736000,26.760000
^,1460649600,26.730000
^,1460563200,26.090000
^,1460476800,25.560000
^,1460390400,24.930000
^,1460131200,25.130000
^,1460044800,25.520000
^,1459958400,25.500000
^,1459944000,25.510000
^,1459872000,25.560000
^,1459785600,25.820000
^,1459526400,25.680000
^,1459440000,26.240000
^,1459353600,25.640000
^,1459267200,25.620000
^,1458835200,26.260000
^,1458748800,27.220000
^,1458662400,27.770000
^,1458576000,28.190000
^,1458316800,28.360000
^,1458230400,28.190000
^,1458144000,28.080000
^,1458057600,27.790000
^,1457971200,28.310000
^,1457712000,27.920000
^,1457625600,27.670000
^,1457539200,27.550000
^,1457452800,26.850000
^,1457366400,27.230000
^,1457107200,26.630000
^,1457020800,26.370000
^,1456934400,25.550000
^,1456848000,24.680000
^,1456761600,24.190000
^,1456502400,24.410000
^,1456416000,24.550000
^,1456329600,24.490000
^,1456243200,25.460000
^,1456156800,25.660000
^,1455897600,25.620000
^,1455811200,26.160000
^,1455724800,25.520000
^,1455638400,24.980000
^,1455552000,24.750000
^,1455292800,24.140000
^,1455206400,24.600000
^,1455120000,24.420000
^,1455033600,24.900000
^,1454947200,26.150000
^,1454688000,26.460000
^,1454601600,26.870000
^,1454515200,26.360000
^,1454428800,26.048400
^,1454342400,26.833700
^,1454083200,26.669800
^,1453996800,26.129800
^,1453910400,25.937000
^,1453737600,26.766200
^,1453478400,25.956300
^,1453392000,25.859800
^,1453305600,25.782700
^,1453219200,26.062300
^,1453132800,25.734500
^,1452873600,26.043000
^,1452787200,26.139500
^,1452700800,26.689100
^,1452614400,26.370900
^,1452528000,26.438300
^,1452268800,26.727600
^,1452182400,27.016900
^,1452096000,27.942500
^,1452009600,28.357100
^,1451923200,28.781400
^,1451577600,29.118800
^,1451491200,29.244200
^,1451404800,28.839200
^,1450972800,28.337800
^,1450886400,27.961800
^,1450800000,27.749700
^,1450713600,27.788200
^,1450454400,27.749700
^,1450368000,27.903900
^,1450281600,27.364000
^,1450195200,26.669800
^,1450108800,26.939700
^,1449849600,27.576100
^,1449763200,27.412200
^,1449676800,27.923200
^,1449590400,28.260700
^,1449504000,28.501700
^,1449244800,28.549900
^,1449158400,28.964600
^,1449072000,28.926000
^,1448985600,28.839200
^,1448899200,28.337800
^,1448553600,28.627100
^,1448467200,28.511400
^,1448380800,28.752400
^,1448294400,29.138100
^,1448035200,28.887400
^,1447948800,28.656000
^,1447862400,27.759300
^,1447776000,27.479700
^,1447689600,26.862600
^,1447430400,27.238600
^,1447344000,27.537500
^,1447257600,27.354400
^,1447171200,26.968700
^,1447084800,27.074700
^,946742400,0
ASSET.CAPITAL.SHARES:MQG.ASX,1549036800,116.560000
^,1543334400,114.440000
^,1543248000,113.460000
^,1542988800,114.530000
^,1542902400,114.200000
^,1542816000,112.770000
^,1542729600,114.930000
^,1542643200,116.230000
^,1542384000,119.000000
^,1542297600,118.810000
^,1542211200,118.750000
^,1542124800,119.430000
^,1542038400,122.030000
^,1541779200,123.640000
^,1541692800,123.090000
^,1541606400,120.810000
^,1541520000,121.500000
^,1541433600,121.720000
^,1541174400,122.420000
^,1541088000,117.870000
^,1541001600,117.200000
^,1540915200,115.310000
^,1540828800,112.810000
^,1540569600,111.170000
ASSET.CAPITAL.SHARES:MLT.ASX,1549036800,4.470000
^,1548950400,4.470000
^,1548864000,4.490000
^,1548777600,4.470000
^,1548432000,4.470000
^,1548345600,4.460000
^,1548259200,4.440000
^,1548172800,4.440000
^,1548086400,4.440000
^,1547827200,4.430000
^,1547740800,4.420000
^,1547654400,4.450000
^,1547568000,4.440000
^,1547481600,4.450000
^,1547222400,4.430000
^,1547136000,4.430000
^,1547049600,4.460000
^,1546963200,4.420000
^,1546876800,4.440000
^,1546617600,4.410000
^,1546531200,4.370000
^,1546444800,4.300000
^,1546272000,4.310000
^,1546012800,4.310000
^,1545926400,4.300000
^,1545667200,4.240000
^,1545408000,4.280000
^,1545321600,4.290000
^,1545235200,4.280000
^,1545148800,4.280000
^,1545062400,4.330000
^,1544803200,4.320000
^,1544716800,4.350000
^,1544630400,4.320000
^,1544544000,4.310000
^,1544457600,4.310000
^,1544198400,4.380000
^,1544112000,4.350000
^,1544025600,4.380000
^,1543939200,4.400000
^,1543852800,4.450000
^,1543593600,4.370000
^,1543507200,4.430000
^,1543420800,4.420000
^,1543334400,4.420000
^,1543248000,4.390000
^,1542988800,4.420000
^,1542902400,4.370000
^,1542816000,4.330000
^,1542729600,4.340000
^,1542643200,4.360000
^,1542384000,4.400000
^,1542297600,4.400000
^,1542211200,4.400000
^,1542124800,4.450000
^,1542038400,4.490000
^,1541779200,4.490000
^,1541692800,4.480000
^,1541606400,4.470000
^,1541520000,4.450000
^,1541433600,4.400000
^,1541174400,4.400000
^,1541088000,4.400000
^,1541001600,4.410000
^,1540915200,4.380000
^,1540828800,4.360000
^,1540569600,4.350000
^,1540555200,4.380000
^,1540483200,4.330000
^,1540396800,4.420000
^,1540310400,4.500000
^,1540224000,4.550000
^,1539964800,4.570000
^,1539878400,4.570000
^,1539792000,4.550000
^,1539705600,4.520000
^,1539619200,4.500000
^,1539360000,4.560000
^,1539273600,4.530000
^,1539187200,4.550000
^,1539100800,4.550000
^,1539014400,4.600000
^,1538755200,4.630000
^,1538668800,4.600000
^,1538582400,4.600000
^,1538496000,4.620000
^,1538409600,4.620000
^,1538150400,4.630000
^,1538064000,4.620000
^,1537977600,4.620000
^,1537891200,4.650000
^,1537804800,4.640000
^,1537545600,4.610000
^,1537459200,4.580000
^,1537372800,4.630000
^,1537286400,4.620000
^,1537200000,4.610000
^,1536940800,4.600000
^,1536854400,4.570000
^,1536768000,4.580000
^,1536681600,4.560000
^,1536595200,4.550000
^,1536336000,4.580000
^,1536249600,4.590000
^,1536163200,4.610000
^,1536076800,4.610000
^,1535990400,4.610000
^,1535731200,4.660000
^,1535644800,4.650000
^,1535558400,4.640000
^,1535472000,4.630000
^,1535385600,4.630000
^,1535126400,4.630000
^,1535040000,4.600000
^,1534953600,4.610000
^,1534867200,4.630000
^,1534780800,4.660000
^,1534521600,4.665000
^,1534435200,4.660000
^,1534348800,4.650000
^,1534262400,4.670000
^,1534176000,4.640000
^,1534161600,4.690000
^,1533916800,4.700000
^,1533830400,4.680000
^,1533744000,4.800000
^,1533657600,4.810000
^,1533571200,4.800000
^,1533312000,4.770000
^,1533225600,4.720000
^,1533139200,4.750000
^,1533052800,4.720000
^,1532966400,4.710000
^,1532707200,4.800000
^,1532620800,4.780000
^,1532534400,4.760000
^,1532448000,4.770000
^,1532361600,4.730000
^,1532102400,4.700000
^,1532016000,4.670000
^,1531929600,4.700000
^,1531843200,4.700000
^,1531756800,4.680000
^,1531497600,4.680000
^,1531411200,4.670000
^,1531324800,4.620000
^,1531238400,4.590000
^,1531152000,4.660000
^,1530892800,4.610000
^,1530806400,4.580000
^,1530720000,4.620000
^,1530633600,4.600000
^,1530547200,4.580000
^,1530288000,4.610000
^,1530201600,4.600000
^,1530115200,4.600000
^,1530028800,4.620000
^,1529942400,4.600000
^,1529683200,4.580000
^,1529596800,4.560000
^,1529510400,4.540000
^,1529424000,4.530000
^,1529337600,4.550000
^,1529078400,4.530000
^,1528992000,4.500000
^,1528905600,4.500000
^,1528819200,4.510000
^,1528473600,4.510000
^,1528387200,4.500000
^,1528300800,4.500000
^,1528214400,4.530000
^,1528128000,4.500000
^,1527868800,4.480000
^,1527782400,4.530000
^,1527696000,4.520000
^,1527609600,4.520000
^,1527523200,4.530000
^,1527264000,4.530000
^,1527177600,4.530000
^,1527091200,4.530000
^,1527004800,4.540000
^,1526918400,4.560000
^,1526659200,4.580000
^,1526572800,4.560000
^,1526486400,4.630000
^,1526400000,4.620000
^,1526313600,4.630000
^,1526054400,4.595000
^,1525968000,4.590000
^,1525881600,4.570000
^,1525795200,4.550000
^,1525708800,4.580000
^,1525449600,4.600000
^,1525363200,4.570000
^,1525276800,4.560000
^,1525190400,4.490000
^,1525104000,4.420000
^,1524844800,4.440000
^,1524758400,4.450000
^,1524585600,4.500000
^,1524499200,4.470000
^,1524240000,4.490000
^,1524153600,4.490000
^,1524067200,4.490000
^,1523980800,4.490000
^,1523894400,4.490000
^,1523635200,4.490000
^,1523548800,4.480000
^,1523462400,4.480000
^,1523376000,4.490000
^,1523289600,4.470000
^,1523030400,4.480000
^,1522944000,4.530000
^,1522857600,4.500000
^,1522771200,4.500000
^,1522339200,4.500000
^,1522252800,4.550000
^,1522166400,4.520000
^,1522080000,4.500000
^,1521820800,4.540000
^,1521734400,4.590000
^,1521648000,4.590000
^,1521561600,4.610000
^,1521475200,4.640000
^,1521216000,4.650000
^,1521129600,4.600000
^,1521043200,4.640000
^,1520956800,4.610000
^,1520870400,4.600000
^,1520611200,4.610000
^,1520524800,4.620000
^,1520438400,4.580000
^,1520352000,4.600000
^,1520265600,4.590000
^,1520006400,4.580000
^,1519920000,4.590000
^,1519833600,4.580000
^,1519747200,4.610000
^,1519660800,4.600000
^,1519401600,4.590000
^,1519315200,4.580000
^,1519228800,4.580000
^,1519142400,4.600000
^,1519056000,4.590000
^,1518796800,4.590000
^,1518710400,4.590000
^,1518624000,4.590000
^,1518537600,4.680000
^,1518451200,4.660000
^,1518192000,4.700000
^,1518105600,4.750000
^,1518019200,4.700000
^,1517932800,4.580000
^,1517846400,4.750000
^,1517587200,4.800000
^,1517500800,4.760000
^,1517414400,4.780000
^,1517328000,4.740000
^,1517241600,4.780000
^,1516896000,4.720000
^,1516809600,4.730000
^,1516723200,4.720000
^,1516636800,4.730000
^,1516377600,4.740000
^,1516291200,4.740000
^,1516204800,4.720000
^,1516118400,4.740000
^,1516032000,4.720000
^,1515772800,4.750000
^,1515686400,4.740000
^,1515600000,4.730000
^,1515513600,4.750000
^,1515427200,4.730000
^,1515168000,4.740000
^,1515081600,4.720000
^,1514995200,4.750000
^,1514908800,4.700000
^,1514563200,4.680000
^,1514476800,4.670000
^,1514390400,4.680000
^,1513958400,4.670000
^,1513872000,4.690000
^,1513785600,4.690000
^,1513699200,4.690000
^,1513612800,4.670000
^,1513353600,4.660000
^,1513267200,4.650000
^,1513180800,4.670000
^,1513094400,4.670000
^,1513008000,4.650000
^,1512748800,4.650000
^,1512662400,4.630000
^,1512576000,4.630000
^,1512489600,4.610000
^,1512403200,4.570000
