<<,Price
^,1454342400,15.250000
^,1454083200,15.350000
^,1453996800,15.100000
^,1453910400,15.010000
^,1453737600,15.280000
^,1453478400,15.260000
^,1453392000,14.200000
^,1453377600,14.440000
^,1453305600,14.210000
^,1453219200,14.730000
^,1453132800,14.630000
^,1452873600,15.070000
^,1452787200,14.880000
^,1452700800,14.770000
^,1452686400,14.750000
^,1452614400,15.010000
^,1452528000,15.550000
^,1452268800,16.350000
^,1452182400,16.330000
^,1452096000,17.150000
^,1452009600,17.580000
^,1451923200,17.800000
^,1451577600,17.860000
^,1451491200,18.090000
^,1451476800,18.010000
^,1451404800,18.110000
^,1450972800,18.340000
^,1450886400,17.410000
^,1450800000,16.830000
^,1450713600,17.130000
^,1450454400,16.870000
^,1450368000,17.020000
^,1450281600,17.180000
^,1450195200,16.270000
^,1450108800,16.600000
^,1449849600,17.200000
^,1449763200,17.480000
^,1449676800,17.160000
^,1449590400,17.050000
^,1449504000,17.990000
^,1449244800,17.930000
^,1449158400,18.190000
^,1448985600,18.750000
^,1448899200,18.090000
^,1448640000,18.770000
^,1448553600,18.940000
^,1448467200,19.670000
^,1448380800,19.710000
^,1448294400,20.070000
^,1448035200,20.500000
^,1447948800,20.420000
^,1447862400,19.810000
^,1447776000,20.370000
^,1447689600,20.100000
^,1447430400,20.230000
^,1447416000,19.860000
^,1447344000,20.610000
^,1447257600,20.950000
^,1447171200,21.570000
^,1447084800,21.420000
^,1435680000,27.050000
^,1422619200,28.695000
^,1419336000,28.945000
^,1414670400,33.660000
^,1404144000,35.900000
^,1395403200,35.590000
^,1394452800,36.375000
^,1382356800,36.090000
^,1376049600,35.975000
^,1372608000,31.370000
^,1351512000,33.980000
^,1342699200,30.700000
^,1341072000,31.450000
^,1330689600,35.840000
^,1328788800,36.880000
^,1309449600,43.770000
^,1303128000,9.310000
^,1300190400,44.168667
^,1274875200,37.495083
^,1263556800,43.277963
^,1246377600,34.720000
^,1237550400,32.311289
^,1227700800,28.210025
^,1223985600,31.700065
^,1223294400,29.770000
^,1214841600,43.700000
^,1207742400,41.910000
^,1203508800,38.690000
^,946742400,0
ASSET.CAPITAL.SHARES:BENPA.ASX,1228737600,94.795311
^,1214827200,88.000000
^,1205409600,88.250000
^,946742400,0
ASSET.CAPITAL.SHARES:AYF.ASX,1543248000,5.860000
^,1542902400,5.950000
^,1542816000,5.900000
^,1542124800,5.850000
^,1542038400,5.850000
^,1541692800,5.870000
^,1541433600,5.870000
^,1541174400,5.960000
^,1541088000,5.910000
^,1540828800,5.990000
^,1540569600,6.070000
ASSET.CAPITAL.SHARES:AWC.ASX,1274875200,1.573663
^,1274803200,1.535000
^,1274716800,1.600000
^,1274457600,1.610000
^,1274371200,1.590000
^,1274284800,1.610000
^,1274198400,1.625000
^,1274112000,1.630000
^,1273852800,1.705000
^,1273766400,1.690000
^,1273680000,1.640000
^,1273593600,1.625000
^,1273507200,1.675000
^,1273248000,1.580000
^,1273161600,1.585000
^,1273075200,1.565000
^,1272988800,1.520000
^,1272902400,1.570000
^,1272556800,1.560000
^,1272470400,1.580000
^,1272384000,1.650000
^,1272038400,1.685000
^,1271952000,1.675000
^,1271865600,1.700000
^,1271779200,1.655000
^,1271692800,1.685000
^,1271433600,1.690000
^,1271347200,1.725000
^,1271260800,1.760000
^,1271174400,1.775000
^,1271088000,1.880000
^,1270828800,1.860000
^,1270742400,1.835000
^,1270656000,1.830000
^,1270569600,1.835000
^,1270137600,1.765000
^,1269964800,1.725000
^,1269619200,1.695000
^,1269532800,1.665000
^,1269446400,1.735000
^,1269360000,1.710000
^,1269273600,1.695000
^,1269014400,1.735000
^,1268928000,1.720000
^,1268841600,1.740000
^,1268755200,1.675000
^,1268668800,1.670000
^,1268409600,1.675000
^,1268323200,1.655000
^,1268236800,1.685000
^,1268150400,1.680000
^,1268064000,1.710000
^,1267804800,1.640000
^,1267718400,1.620000
^,1267632000,1.615000
^,1267545600,1.585000
^,1267459200,1.570000
^,1267200000,1.505000
^,1267113600,1.510000
^,1267027200,1.570000
^,1266940800,1.615000
^,1266854400,1.630000
^,1266595200,1.620000
^,1266508800,1.635000
^,1266422400,1.660000
^,1266336000,1.550000
^,1266249600,1.590000
^,1265990400,1.625000
^,1265904000,1.670000
^,1265817600,1.630000
^,1265731200,1.585000
^,1265644800,1.600000
^,1265385600,1.560000
^,1265299200,1.650000
^,1265212800,1.660000
^,1265126400,1.635000
^,1265040000,1.565000
^,1264780800,1.540000
^,1264694400,1.640000
^,1264608000,1.630000
^,1264435200,1.710000
^,1264176000,1.680000
^,1264089600,1.725000
^,1264003200,1.805000
^,1263916800,1.840000
^,1263571200,1.860000
^,1263484800,1.880000
^,1263398400,1.900000
^,1263312000,1.960000
^,1263225600,2.060000
^,1262966400,1.930000
^,1262880000,1.960000
^,1262793600,1.925000
^,1262707200,1.920000
^,1262620800,1.885000
^,1262275200,1.840000
^,1262188800,1.820000
^,1262102400,1.835000
^,1261670400,1.795000
^,1261584000,1.780000
^,1261497600,1.775000
^,1261411200,1.715000
^,1261152000,1.700000
^,1261065600,1.790000
^,1260979200,1.740000
^,1260892800,1.750000
^,1260806400,1.665000
^,1260547200,1.565000
^,1260460800,1.545000
^,1260374400,1.550000
^,1260201600,1.580000
^,1259856000,1.585000
^,1259769600,1.570000
^,1259683200,1.545000
^,1259337600,1.540000
^,1259251200,1.570000
^,1259164800,1.615000
^,1259078400,1.625000
^,1258992000,1.695000
^,1258732800,1.650000
^,1258646400,1.690000
^,1258473600,1.685000
^,1258387200,1.630000
^,1258128000,1.635000
^,1258041600,1.670000
^,1257955200,1.685000
^,1257868800,1.690000
^,1257782400,1.640000
^,1257523200,1.600000
^,1257436800,1.530000
^,1257350400,1.595000
^,1257264000,1.625000
^,1257177600,1.640000
^,1256918400,1.675000
^,1256832000,1.630000
^,1256745600,1.690000
^,1256659200,1.720000
^,1256572800,1.800000
^,1256313600,1.860000
^,1256227200,1.880000
^,1256054400,1.890000
^,1255708800,1.835000
^,1255622400,1.895000
^,1255536000,1.890000
^,1255449600,1.900000
^,1255363200,1.915000
^,1255104000,1.875000
^,1255017600,1.930000
^,1255003200,1.918413
^,1254931200,1.845000
^,1254844800,1.755000
^,1254499200,1.745000
^,1254412800,1.810000
^,1254326400,1.830000
^,1254240000,1.850000
^,1254153600,1.820000
^,1253894400,1.870000
^,1253808000,1.885000
^,1253721600,1.910000
^,1253635200,1.815000
^,1253548800,1.800000
^,1253289600,1.785000
^,1253203200,1.840000
^,1253116800,1.720000
^,1253030400,1.625000
^,1252944000,1.620000
^,1252684800,1.670000
^,1252598400,1.645000
^,1252512000,1.605000
^,1252339200,1.590000
^,1252080000,1.570000
^,1251993600,1.590000
^,1251907200,1.630000
^,1251820800,1.695000
^,1251475200,1.670000
^,1251388800,1.660000
^,1251302400,1.715000
^,1251216000,1.690000
^,1251129600,1.730000
^,1250870400,1.595000
^,1250784000,1.660000
^,1250697600,1.635000
^,1250611200,1.640000
^,1250524800,1.690000
^,1250265600,1.820000
^,1250179200,1.825000
^,1250092800,1.770000
^,1250006400,1.850000
^,1249920000,1.800000
^,1249660800,1.770000
^,1249574400,1.795000
^,1249488000,1.635000
^,1249401600,1.760000
^,1249315200,1.750000
^,1249056000,1.710000
^,1248969600,1.640000
^,1248883200,1.630000
^,1248796800,1.740000
^,1248710400,1.735000
^,1248451200,1.690000
^,1248364800,1.660000
^,1248192000,1.590000
^,1248105600,1.600000
^,1247846400,1.520000
^,1247760000,1.515000
^,1247673600,1.430000
^,1247587200,1.340000
^,1247500800,1.290000
^,1247241600,1.320000
^,1247155200,1.355000
^,1247068800,1.360000
^,1246982400,1.320000
^,1246896000,1.360000
^,1246636800,1.420000
^,1246550400,1.455000
^,1246464000,1.420000
^,1246377600,1.450000
^,1246291200,1.455000
^,1246032000,1.500000
^,1245945600,1.380000
^,1245859200,1.330000
^,1245772800,1.310000
^,1245686400,1.450000
^,1245340800,1.430000
^,1245254400,1.460000
^,1245168000,1.525000
^,1245081600,1.605000
^,1244822400,1.670000
^,1244736000,1.720000
^,1244649600,1.590000
^,1244563200,1.505000
^,1244217600,1.495000
^,1244131200,1.375000
^,1244044800,1.440000
^,1243958400,1.330000
^,1243872000,1.310000
^,1243612800,1.350000
^,1243526400,1.285000
^,1243440000,1.295000
^,1243353600,1.270000
^,1243267200,1.275000
^,1243008000,1.235000
^,1242993600,1
^,1242921600,1.260000
^,1242835200,1.250000
^,1242748800,1.210000
^,1242662400,1.125000
^,1242403200,1.155000
^,1242316800,1.200000
^,1242230400,1.370000
^,1242144000,1.420000
^,1242057600,1.520000
^,1241798400,1.460000
^,1241712000,1.450000
^,1241625600,1.340000
^,1241539200,1.330000
^,1241452800,1.320000
^,1241020800,1.288200
^,1240934400,1.327200
^,1240848000,1.374700
^,1240588800,1.357400
^,1240502400,1.374700
^,1240416000,1.383400
^,1240329600,1.469800
^,1240243200,1.487100
^,1239984000,1.413600
^,1239897600,1.443900
^,1239811200,1.387700
^,1239724800,1.309900
^,1239292800,1.188800
^,1239206400,1.210400
^,1239120000,1.292600
^,1239033600,1.396300
^,1238774400,1.275300
^,1238688000,1.219100
^,1238601600,1.158600
^,1238515200,1.106700
^,1238428800,1.098000
^,1238169600,1.072100
^,1238083200,1.141300
^,1237996800,1.188800
^,1237910400,1.111000
^,1237824000,1.046200
^,1237564800,0.959700
^,1237305600,0.907800
^,1237219200,0.864600
^,1236960000,0.843000
^,1236945600,0.965000
^,946742400,0
ASSET.CAPITAL.SHARES:AUI.ASX,1543334400,8.270000
^,1543248000,8.250000
^,1542988800,8.270000
^,1542902400,8.300000
^,1542816000,8.220000
^,1542729600,8.270000
^,1542643200,8.300000
^,1542384000,8.330000
^,1542297600,8.300000
^,1542211200,8.400000
^,1542124800,8.410000
^,1542038400,8.480000
^,1541779200,8.400000
^,1541692800,8.360000
^,1541606400,8.290000
^,1541520000,8.300000
^,1541433600,8.300000
^,1541174400,8.260000
^,1541088000,8.340000
^,1541001600,8.330000
^,1540915200,8.360000
^,1540828800,8.380000
^,1540569600,8.330000
ASSET.CAPITAL.SHARES:ARG.ASX,1549296000,7.910000
^,1549036800,7.840000
^,1548950400,7.800000
^,1548864000,7.820000
^,1548777600,7.770000
^,1548432000,7.800000
^,1548345600,7.780000
^,1548259200,7.780000
^,1548172800,7.720000
^,1548086400,7.800000
^,1547827200,7.790000
^,1547740800,7.710000
^,1547654400,7.730000
^,1547568000,7.660000
^,1547481600,7.680000
^,1547222400,7.680000
^,1547136000,7.640000
^,1547049600,7.700000
^,1546963200,7.620000
^,1546876800,7.640000
^,1546617600,7.630000
^,1546531200,7.620000
^,1546444800,7.580000
^,1546272000,7.580000
^,1546012800,7.510000
^,1545926400,7.530000
^,1545667200,7.520000
^,1545408000,7.530000
^,1545321600,7.540000
^,1545235200,7.520000
^,1545148800,7.580000
^,1545062400,7.590000
^,1544803200,7.580000
^,1544716800,7.540000
^,1544630400,7.470000
^,1544544000,7.510000
^,1544457600,7.520000
^,1544198400,7.690000
^,1544112000,7.710000
^,1544025600,7.660000
^,1543939200,7.690000
^,1543852800,7.690000
^,1543593600,7.670000
^,1543507200,7.680000
^,1543420800,7.720000
^,1543334400,7.690000
^,1543248000,7.680000
^,1542988800,7.710000
^,1542902400,7.670000
^,1542816000,7.650000
^,1542729600,7.680000
^,1542643200,7.650000
^,1542384000,7.690000
^,1542297600,7.650000
^,1542211200,7.680000
^,1542124800,7.690000
^,1542038400,7.750000
^,1541779200,7.770000
^,1541692800,7.750000
^,1541606400,7.730000
^,1541520000,7.710000
^,1541433600,7.710000
^,1541174400,7.710000
^,1541088000,7.730000
^,1541001600,7.730000
^,1540915200,7.750000
^,1540828800,7.710000
^,1540569600,7.700000
^,1540483200,7.620000
^,1540396800,7.690000
^,1540310400,7.780000
^,1540224000,7.810000
^,1539964800,7.800000
^,1539878400,7.810000
^,1539792000,7.800000
^,1539705600,7.780000
^,1539619200,7.800000
^,1539360000,7.840000
^,1539273600,7.750000
^,1539187200,7.930000
^,1539100800,7.860000
^,1539014400,7.930000
^,1538755200,7.940000
^,1538668800,7.920000
^,1538582400,7.920000
^,1538496000,7.930000
^,1538409600,7.940000
^,1538150400,7.940000
^,1538064000,7.920000
^,1537977600,7.920000
^,1537891200,7.920000
^,1537804800,7.920000
^,1537545600,7.900000
^,1537459200,7.950000
^,1537372800,7.930000
^,1537286400,7.970000
^,1537200000,7.950000
^,1536940800,7.950000
^,1536926400,7.885091
^,1536854400,7.940000
^,1536768000,7.940000
^,1536681600,7.940000
^,1536595200,7.930000
^,1536336000,7.890000
^,1536249600,7.920000
^,1536163200,7.900000
^,1536076800,7.970000
^,1535990400,8.030000
^,1535731200,8.030000
^,1535644800,8.090000
^,1535558400,8.070000
^,1535472000,8.030000
^,1535385600,8.020000
^,1535126400,8.080000
^,1535040000,8.250000
^,1534953600,8.300000
^,1534867200,8.310000
^,1534780800,8.300000
^,1534521600,8.310000
^,1534435200,8.290000
^,1534348800,8.320000
^,1534262400,8.300000
^,1534176000,8.270000
^,1533916800,8.250000
^,1533830400,8.250000
^,1533744000,8.230000
^,1533657600,8.180000
^,1533571200,8.190000
^,1533312000,8.160000
^,1533225600,8.180000
^,1533139200,8.180000
^,1533052800,8.190000
^,1532966400,8.170000
^,1532707200,8.130000
^,1532620800,8.130000
^,1532534400,8.130000
^,1532448000,8.140000
^,1532361600,8.120000
^,1532102400,8.120000
^,1532016000,8.110000
^,1531929600,8.120000
^,1531843200,8.150000
^,1531756800,8.120000
^,1531497600,8.120000
^,1531411200,8.140000
^,1531324800,8.100000
^,1531238400,8.080000
^,1531152000,8.090000
^,1530892800,8.020000
^,1530806400,7.980000
^,1530720000,7.960000
^,1530633600,7.950000
^,1530547200,7.980000
^,1530288000,7.970000
^,1530201600,7.960000
^,1530115200,7.980000
^,1530028800,7.980000
^,1529942400,7.960000
^,1529683200,8
^,1529596800,8.080000
^,1529510400,8
^,1529424000,8
^,1529337600,7.990000
^,1529078400,7.970000
^,1528992000,7.950000
^,1528905600,7.900000
^,1528819200,7.950000
^,1528473600,7.980000
^,1528387200,7.870000
^,1528300800,7.840000
^,1528214400,7.800000
^,1528128000,7.830000
^,1527868800,7.800000
^,1527782400,7.820000
^,1527696000,7.820000
^,1527609600,7.820000
^,1527523200,7.860000
^,1527264000,7.860000
^,1527177600,7.830000
^,1527091200,7.840000
^,1527004800,7.880000
^,1526918400,7.830000
^,1526659200,7.900000
^,1526572800,7.910000
^,1526486400,7.910000
^,1526400000,7.950000
^,1526313600,7.970000
^,1526054400,7.920000
^,1525968000,7.900000
^,1525881600,7.920000
^,1525795200,7.950000
^,1525708800,7.960000
^,1525449600,7.890000
^,1525363200,7.850000
^,1525276800,7.780000
^,1525190400,7.750000
^,1525104000,7.730000
^,1524844800,7.770000
^,1524758400,7.750000
^,1524585600,7.780000
^,1524499200,7.800000
^,1524240000,7.770000
^,1524153600,7.750000
^,1524067200,7.810000
^,1523980800,7.770000
^,1523894400,7.790000
^,1523635200,7.840000
^,1523548800,7.760000
^,1523462400,7.760000
^,1523448000,7.857517
^,1523376000,7.770000
^,1523289600,7.780000
^,1523030400,7.770000
^,1522944000,7.850000
^,1522857600,7.810000
^,1522771200,7.800000
^,1522339200,7.830000
^,1522252800,7.830000
^,1522166400,7.890000
^,1522080000,7.820000
^,1521820800,7.850000
^,1521734400,7.900000
^,1521648000,7.860000
^,1521561600,7.970000
^,1521475200,7.970000
^,1521216000,7.970000
^,1521129600,8
^,1521043200,8.050000
^,1520956800,8.070000
^,1520870400,8.100000
^,1520611200,8.100000
^,1520596800,7.992212
^,1520524800,8.140000
^,1520438400,8.110000
^,1520352000,8.130000
^,1520265600,8.090000
^,1520006400,8.060000
^,1519920000,8.050000
^,1519833600,8.070000
^,1519819200,8.075033
^,1519747200,8.090000
^,1519660800,8.080000
^,1519401600,8.080000
^,1519315200,8.090000
^,1519228800,8.110000
^,1519142400,8.190000
^,1519056000,8.130000
^,1518796800,8.170000
^,1518710400,8.300000
^,1518624000,8.300000
^,1518537600,8.250000
^,1518451200,8.240000
^,1518192000,8.270000
^,1518105600,8.370000
^,1518019200,8.370000
^,1517932800,8.200000
^,1517846400,8.340000
^,1517587200,8.360000
^,1517500800,8.340000
^,1517414400,8.390000
^,1517328000,8.390000
^,1517241600,8.400000
^,1516896000,8.360000
^,1516809600,8.280000
^,1516723200,8.270000
^,1516636800,8.290000
^,1516377600,8.280000
^,1516291200,8.280000
^,1516204800,8.250000
^,1516118400,8.300000
^,1516032000,8.270000
^,1515772800,8.240000
^,1515686400,8.250000
^,1515600000,8.250000
^,1515513600,8.320000
^,1515427200,8.330000
^,1515168000,8.290000
^,1515081600,8.190000
^,1514995200,8.170000
^,1514908800,8.200000
^,1514563200,8.130000
^,1514476800,8.140000
^,1514390400,8.110000
^,1513958400,8.160000
^,1513872000,8.180000
^,1513785600,8.160000
^,1513699200,8.200000
^,1513612800,8.100000
^,1513353600,8.070000
^,1513267200,8.060000
^,1513180800,8.050000
^,1513094400,8.050000
^,1513008000,8.020000
^,1512748800,8.020000
^,1512662400,8.050000
^,1512576000,8.030000
^,1512489600,8.030000
^,1512403200,8.030000
^,1512144000,8.070000
^,1512057600,8.030000
^,1511971200,8.090000
^,1511884800,8.010000
^,1511798400,8.020000
^,1511539200,8.040000
^,1511452800,8.060000
^,1511366400,8.010000
^,1511280000,7.980000
^,1510934400,7.930000
^,1510848000,7.900000
^,1510761600,7.920000
^,1510588800,7.970000
^,1510329600,7.990000
^,1510156800,7.950000
^,1510070400,7.920000
^,1509984000,7.940000
^,1509638400,7.950000
^,1509465600,7.930000
^,1509120000,7.920000
^,1509033600,7.900000
^,1508947200,7.920000
^,1508860800,7.900000
^,1508774400,7.890000
^,1508515200,7.920000
^,1508428800,7.930000
^,1508342400,7.980000
^,1508256000,7.970000
^,1508169600,7.910000
^,1507910400,7.920000
^,1507824000,7.930000
^,1507737600,7.920000
^,1507564800,7.900000
^,1507305600,7.930000
^,1507219200,7.910000
^,1507132800,7.890000
^,1507046400,7.850000
^,1506960000,7.830000
^,1506700800,7.780000
^,1506614400,7.810000
^,1506528000,7.760000
^,1506441600,7.810000
^,1506096000,7.780000
^,1506009600,7.800000
^,1505923200,7.750000
^,1505836800,7.800000
^,1505750400,7.760000
^,1505491200,7.750000
^,1505476800,7.640000
^,1505404800,7.770000
^,1505318400,7.810000
^,1505145600,7.820000
^,1504886400,7.780000
^,1504800000,7.770000
^,1504713600,7.780000
^,1504627200,7.840000
^,1504540800,7.800000
^,1504281600,7.830000
^,1504195200,7.790000
^,1503936000,7.780000
^,1503676800,7.790000
^,1503590400,7.950000
^,1503504000,8
^,1503417600,8.020000
^,1503331200,8.040000
^,1502985600,8.020000
^,1502899200,7.990000
^,1502812800,8.020000
^,1502726400,7.980000
^,1502467200,7.960000
^,1502380800,7.990000
^,1502294400,8.020000
^,1502208000,7.980000
^,1502193600,8
^,1502121600,8
^,1501862400,8.010000
^,1501776000,7.980000
^,1501689600,8
^,1501603200,7.980000
^,1501516800,7.990000
^,1501257600,7.970000
^,1501171200,8
^,1501084800,7.940000
^,1500998400,7.970000
^,1500912000,7.910000
^,1500652800,7.930000
^,1500566400,7.850000
^,1500480000,7.790000
^,1500393600,7.810000
^,1500307200,7.820000
^,1500048000,7.750000
^,1499961600,7.790000
^,1499875200,7.740000
^,1499702400,7.800000
^,1499443200,7.710000
^,1499356800,7.770000
^,1499270400,7.720000
^,1499184000,7.740000
^,1499097600,7.720000
^,1498838400,7.670000
^,1498752000,7.710000
^,1498665600,7.730000
^,1498579200,7.720000
^,1498492800,7.690000
^,1498233600,7.650000
^,1498060800,7.630000
^,1497974400,7.620000
^,1497888000,7.640000
^,1497628800,7.620000
^,1497542400,7.630000
^,1497369600,7.570000
^,1497024000,7.520000
^,1496937600,7.600000
^,1496851200,7.550000
^,1496764800,7.560000
^,1496678400,7.550000
^,1496419200,7.580000
^,1496332800,7.570000
^,1496160000,7.600000
^,1496073600,7.630000
^,1495814400,7.600000
^,1495728000,7.620000
^,1495641600,7.610000
^,1495555200,7.640000
^,1495468800,7.650000
^,1495209600,7.610000
^,1495123200,7.600000
^,1494950400,7.660000
^,1494864000,7.640000
^,1494604800,7.720000
^,1494518400,7.700000
^,1494432000,7.660000
^,1494345600,7.630000
^,1494259200,7.640000
^,1494000000,7.660000
^,1493913600,7.650000
^,1493827200,7.620000
^,1493740800,7.650000
^,1493395200,7.620000
^,1493308800,7.580000
^,1493222400,7.600000
^,1493049600,7.550000
^,1492790400,7.580000
^,1492704000,7.590000
^,1492617600,7.600000
^,1492531200,7.590000
^,1492099200,7.620000
^,1492012800,7.650000
^,1491926400,7.680000
^,1491840000,7.610000
^,1491494400,7.590000
^,1491408000,7.580000
^,1491321600,7.570000
^,1491235200,7.530000
^,1490976000,7.540000
^,1490889600,7.530000
^,1490803200,7.500000
^,1490716800,7.460000
^,1490371200,7.500000
^,1490284800,7.510000
^,1490198400,7.460000
^,1490112000,7.590000
^,1490025600,7.540000
^,1489766400,7.590000
^,1489680000,7.640000
^,1489593600,7.600000
^,1489507200,7.590000
^,1489161600,7.550000
^,1489147200,7.456419
^,1489075200,7.580000
^,1488988800,7.560000
^,1488902400,7.550000
^,1488556800,7.520000
^,1488470400,7.610000
^,1488297600,7.530000
^,1488211200,7.450000
^,1487952000,7.500000
^,1487865600,7.570000
^,1487779200,7.560000
^,1487606400,7.610000
^,1487347200,7.670000
^,1487260800,7.810000
^,1487088000,7.850000
^,1487001600,7.790000
^,1486742400,7.720000
^,1486656000,7.740000
^,1486569600,7.720000
^,1486483200,7.680000
^,1486396800,7.670000
^,1486137600,7.660000
^,1485964800,7.640000
^,1485878400,7.610000
^,1485792000,7.640000
^,1485532800,7.670000
^,1485360000,7.620000
^,1485273600,7.600000
^,1485187200,7.550000
^,1484928000,7.600000
^,1484755200,7.610000
^,1484668800,7.630000
^,1484582400,7.660000
^,1484323200,7.670000
^,1484236800,7.690000
^,1484150400,7.610000
^,1484064000,7.590000
^,1483977600,7.580000
^,1483718400,7.560000
^,1483632000,7.510000
^,1483545600,7.490000
^,1483459200,7.480000
^,1483027200,7.460000
^,1482940800,7.440000
^,1482508800,7.420000
^,1482422400,7.410000
^,1482163200,7.470000
^,1481904000,7.360000
^,1481817600,7.390000
^,1481731200,7.400000
^,1481644800,7.440000
^,1481558400,7.410000
^,1481299200,7.350000
^,1481212800,7.390000
^,1481126400,7.340000
^,1481040000,7.320000
^,1480694400,7.290000
^,1480608000,7.340000
^,1480521600,7.280000
^,1480435200,7.300000
^,1480348800,7.310000
^,1480089600,7.360000
^,1480003200,7.380000
^,1479916800,7.350000
^,1479830400,7.340000
^,1479744000,7.400000
^,1479484800,7.310000
^,1479398400,7.250000
^,1479312000,7.300000
^,1479225600,7.280000
^,1479139200,7.240000
^,1478880000,7.250000
^,1478793600,7.290000
^,1478707200,7.180000
^,1478620800,7.250000
^,1478534400,7.240000
^,1478275200,7.230000
^,1478188800,7.220000
^,1478102400,7.230000
^,1478016000,7.250000
^,1477929600,7.270000
^,1477670400,7.260000
^,1477584000,7.320000
^,1477497600,7.260000
^,1477411200,7.300000
^,1477324800,7.320000
^,1477065600,7.340000
^,1476979200,7.320000
^,1476806400,7.300000
^,1476720000,7.270000
^,1476460800,7.260000
^,1476374400,7.270000
^,1476288000,7.280000
^,1476201600,7.270000
^,1475856000,7.260000
^,1475769600,7.210000
^,1475683200,7.200000
^,1475596800,7.180000
^,1475510400,7.220000
^,1475251200,7.230000
^,1475164800,7.190000
^,1475078400,7.200000
^,1474992000,7.170000
^,1474905600,7.220000
^,1474646400,7.300000
^,1474560000,7.260000
^,1474473600,7.150000
^,1474387200,7.130000
^,1474041600,7.160000
^,1473955200,7.120000
^,1473868800,7.180000
^,1473782400,7.200000
^,1473696000,7.190000
^,1473436800,7.230000
^,1473422400,7.298170
^,1473350400,7.220000
^,1473264000,7.290000
^,1473177600,7.350000
^,1473091200,7.280000
^,1472832000,7.200000
^,1472745600,7.260000
^,1472659200,7.310000
^,1472486400,7.340000
^,1472227200,7.490000
^,1472140800,7.510000
^,1472054400,7.550000
^,1471968000,7.490000
^,1471881600,7.700000
^,1471622400,7.710000
^,1471536000,7.620000
^,1471449600,7.610000
^,1471363200,7.590000
^,1471276800,7.620000
^,1471017600,7.540000
^,1470931200,7.520000
^,1470844800,7.570000
^,1470758400,7.540000
^,1470672000,7.510000
^,1470412800,7.480000
^,1470326400,7.420000
^,1470240000,7.380000
^,1470153600,7.480000
^,1470067200,7.550000
^,1469808000,7.510000
^,1469721600,7.460000
^,1469635200,7.440000
^,1469548800,7.500000
^,1469462400,7.450000
^,1469203200,7.420000
^,1469116800,7.440000
^,1469030400,7.450000
^,1468944000,7.360000
^,1468857600,7.370000
^,1468598400,7.320000
^,1468512000,7.340000
^,1468425600,7.390000
^,1468339200,7.410000
^,1468252800,7.330000
^,1467993600,7.280000
^,1467907200,7.310000
^,1467820800,7.340000
^,1467734400,7.390000
^,1467648000,7.420000
^,1467388800,7.410000
^,1467302400,7.350000
^,1467216000,7.340000
^,1467129600,7.230000
^,1467043200,7.160000
^,1466784000,7.190000
^,1466697600,7.210000
^,1466611200,7.190000
^,1466524800,7.200000
^,1466438400,7.230000
^,1466092800,7.210000
^,1466006400,7.220000
^,1465920000,7.200000
^,1465574400,7.260000
^,1465488000,7.270000
^,1465401600,7.250000
^,1465315200,7.240000
^,1465228800,7.250000
^,1464883200,7.230000
^,1464796800,7.200000
^,1464710400,7.230000
^,1464624000,7.260000
^,1464278400,7.270000
^,1464192000,7.260000
^,1464105600,7.230000
^,1464019200,7.180000
^,1463760000,7.190000
^,1463587200,7.200000
^,1463500800,7.250000
^,1463414400,7.200000
^,1463068800,7.190000
^,1462982400,7.230000
^,1462550400,7.250000
^,1462464000,7.290000
^,1462377600,7.250000
^,1462291200,7.280000
^,1462204800,7.300000
^,1461945600,7.260000
^,1461859200,7.270000
^,1461772800,7.380000
^,1461686400,7.400000
^,1461340800,7.370000
^,1461254400,7.300000
^,1461168000,7.200000
^,1461081600,7.250000
^,1460995200,7.200000
^,1460736000,7.210000
^,1460649600,7.240000
^,1460563200,7.290000
^,1460476800,7.240000
^,1460131200,7.250000
^,1460044800,7.220000
^,1459958400,7.320000
^,1459872000,7.230000
^,1459785600,7.300000
^,1459526400,7.250000
^,1459440000,7.270000
^,1459353600,7.210000
^,1459267200,7.220000
^,1458835200,7.240000
^,1458748800,7.270000
^,1458662400,7.350000
^,1458316800,7.310000
^,1458230400,7.380000
^,1458057600,7.320000
^,1457971200,7.390000
^,1457712000,7.320000
^,1457625600,7.350000
^,1457539200,7.370000
^,1457452800,7.410000
^,1457366400,7.370000
^,1457107200,7.280000
^,1457020800,7.290000
^,1457006400,7.151351
^,1456934400,7.230000
^,1456848000,7.220000
^,1456761600,7.300000
^,1456502400,7.210000
^,1456416000,7.250000
^,1456329600,7.230000
^,1456243200,7.350000
^,1456156800,7.390000
^,1455897600,7.300000
^,1455811200,7.240000
^,1455724800,7.270000
^,1455638400,7.280000
^,1455292800,7.260000
^,1455206400,7.360000
^,1455120000,7.480000
^,1455033600,7.580000
^,1454947200,7.630000
^,1454688000,7.710000
^,1454601600,7.730000
^,1454515200,7.600000
^,1454428800,7.520000
^,1454342400,7.510000
^,1454083200,7.560000
^,1453996800,7.550000
^,1453910400,7.510000
^,1453737600,7.630000
^,1453392000,7.410000
^,1453305600,7.360000
^,1453219200,7.380000
^,1453132800,7.290000
^,1452873600,7.410000
^,1452787200,7.500000
^,1452700800,7.570000
^,1452614400,7.420000
^,1452528000,7.650000
^,1452268800,7.830000
^,1452182400,7.990000
^,1452096000,7.900000
^,1452009600,7.930000
^,1451923200,7.870000
^,1451577600,8
